ArticleTitle,ArticleID,Fund,WinningBid 
Fujitsu Life Book,80450,General Fund,$6.00 
Metal Credenza,80451,Enterprise,$19.00 
Chair,81044,General Fund,$1.00 
"Dell 17"" Flat Screen Monitor",80452,General Fund,$4.00 
Landau File Cabinet,80454,General Fund,$25.00 
Frigidaire Washer/Dryer Combo,80455,Enterprise,$12.00 
70 Kid Size Chairs,80456,Enterprise,$291.00 
"Dell 17"" Flat Screen Monitor",80457,General Fund,$13.00 
1995 Dodge Ram 1500,80458,Enterprise,$876.00 
2000 Pontiac Grand Prix,80459,Enterprise,$431.00 
1993 Ford Ranger,80460,Enterprise,$915.00 
1996 Jeep Grand Cherokee,80461,Enterprise,$555.00 
1995 Lexus LS400,80462,Enterprise,$615.00 
1995 Mazda Miata Convertible,80463,Enterprise,$1075.00 
2010 Nissan Altima,80464,Enterprise,$12600.00 
"Snapper 21"" Self-Propelled Mower",80465,General Fund,$52.00 
"Snapper 21"" Self-Propelled Mower",80466,General Fund,$48.01 
Poulan Chainsaw,80467,General Fund,$81.02 
HP Laser Jet 4100n,80468,General Fund,$30.00 
Sony Cybershot Digital Camera,80469,General Fund,$47.00 
Sony Digital Camera,80470,General Fund,$40.00 
3 Dell Docking Stations,80472,General Fund,$16.00 
Small CPU Desk,80473,General Fund,$1.00 
Metal Folding Chair,80474,General Fund,$2.00 
Micro Centre CPU Desk,80475,General Fund,$1.00 
Assorted Belts,80476,General Fund,$18.00 
HP Color Laser Jet 3500,80477,General Fund,$115.01 
3 Boxes of Door Hinges,80478,General Fund,$47.76 
2 Rugs,80479,General Fund,$20.01 
Rug,80480,General Fund,$17.01 
Table,80481,General Fund,$11.50 
Table,80482,General Fund,$9.50 
"Panasonic 20"" Television",80483,General Fund,$1.00 
"Zenith 19"" Television",80484,General Fund,$1.00 
Home Office,80485,General Fund,$21.01 
Dell Server,80486,General Fund,$52.00 
Dell Server,80487,General Fund,$1.00 
Dell Server,80488,General Fund,$1.00 
Dell Server,80489,General Fund,$1.00 
2 Pair of Rubber Boots,80490,Enterprise,$17.00 
3 Racks,80491,Enterprise,$22.01 
Floor Cleaner,80492,Enterprise,$274.99 
Vacuum,80493,Enterprise,$4.00 
Vacuum,80494,Enterprise,$42.02 
Vacuum,80495,Enterprise,$41.05 
Cart,80496,Enterprise,$12.00 
Cart,80497,Enterprise,$15.51 
Cart,80498,Enterprise,$15.00 
Cart,80499,Enterprise,$130.00 
Cart,80500,Enterprise,$103.00 
2 Carts w/Trash Cans,80501,Enterprise,$136.59 
Desk & Chair,80502,Enterprise,$43.00 
Desk & Chair,80503,Enterprise,$3.36 
40 Chairs,80504,Enterprise,$775.00 
Paint,80505,Enterprise,$16.00 
23 Tables,80506,Enterprise,$259.00 
26 Tables,80507,Enterprise,$103.00 
1 Lot of Tables,80508,Enterprise,$395.00 
Shelf,80509,Enterprise,$125.50 
Cabinet,80510,Enterprise,$15.52 
Cabinet,80511,Enterprise,$42.00 
Table Dolly,80512,Enterprise,$12.00 
Push Dolly,80513,Enterprise,$29.56 
Dolly,80515,Enterprise,$25.00 
Tables & Cart,80516,Enterprise,$209.50 
2 Maps,80517,Enterprise,$83.00 
"Dell 17"" Flat Screen Monitor",80518,Enterprise,$3.36 
Dell Laptop,80519,General Fund,$116.00 
2 Dell Docking Stands,80521,General Fund,$8.77 
Everett Upright Piano,80522,General Fund,$95.00 
Art Table,80523,General Fund,$3.00 
Art Table,80524,General Fund,$6.00 
Art Table,80525,General Fund,$6.00 
Art Table,80526,General Fund,$6.00 
Kid's Play Sink Counter,80527,General Fund,$4.00 
Desk,80528,General Fund,$30.00 
Office Supplies,80529,General Fund,$16.00 
"2 Panasonic 27"" TV/VCR Combos",80530,General Fund,$7.50 
Book Case,80531,General Fund,$11.51 
File Cabinet,80532,General Fund,$23.00 
"""All-Steel"" Storage Cabinet",80534,General Fund,$32.43 
6 Printers & 2 Fax Machines,80535,General Fund,$13.00 
Assorted Radios,80536,Enterprise,$490.99 
3-Ring Binders,80537,General Fund,$16.00 
7 Typewriter Ribbons,80538,General Fund,$1.00 
3 Dell PC's,80539,General Fund,$27.00 
"4 Sanyo 14"" Video Monitors",80540,General Fund,$1.00 
Office Supplies,80541,Enterprise,$41.00 
Ballot Box,80542,Enterprise,$13.69 
HP Color Laser Jet 2600n,80543,Enterprise,$32.00 
Ricoh Aticio 480w Printer,80544,Enterprise,$233.76 
8 Dell Optiplex 780 PC's,80545,General Fund,$490.00 
2 Dell Laptops,80546,General Fund,$180.00 
"Dell 17"" Flat Screen Monitor",80547,General Fund,$14.00 
Book Case,80548,General Fund,$12.36 
2 File Cabinets,80549,General Fund,$44.00 
Shelf,80550,Enterprise,$30.36 
Shelf,80551,Enterprise,$10.01 
Louis Vuitton Purse & Wallet,80552,Enterprise,$570.00 
Southbend Steamer,80553,Enterprise,$37.00 
Southbend 2-Burner Gas Range,80554,Enterprise,$30.01 
Nelson Ice Cream Box,80555,Enterprise,$50.01 
Cart,80557,Enterprise,$18.00 
Cart,80558,Enterprise,$76.01 
Victory Refrigerator,80559,Enterprise,$93.00 
Tray Rack,80561,Enterprise,$11.01 
2 Wear-Ever Bins,80564,Enterprise,$78.00 
Bakers Table,80565,Enterprise,$349.30 
Table,80567,Enterprise,$85.00 
Table,80568,Enterprise,$89.00 
Table,80569,Enterprise,$106.99 
Table,80570,Enterprise,$122.01 
Small Table,80571,Enterprise,$64.00 
Alpha Smart Keyboard Cart,80572,Enterprise,$11.01 
Alpha Smart Keyboard Cart,80573,Enterprise,$9.01 
Alpha Smart Keyboard Cart,80574,Enterprise,$8.01 
AV Cart,80575,Enterprise,$17.66 
"RCA 27"" Television",80576,Enterprise,$4.50 
"Toshiba 27"" Television",80577,Enterprise,$14.00 
Southbend 2-Burner Gas Range,80578,Enterprise,$10.62 
1 Lot of Stage Decking,80579,General Fund,$5169.69 
Dell Laptop,80580,General Fund,$68.00 
Dell Laptop,80581,General Fund,$80.01 
Dell Laptop,80582,General Fund,$81.00 
Dell Laptop,80583,General Fund,$90.00 
Dell Server,80584,General Fund,$42.00 
Dell Server,80585,General Fund,$20.00 
31 Dell Computers,80586,General Fund,$845.18 
30 Dell Computers,80587,General Fund,$715.00 
15 Dell Computers,80588,General Fund,$620.51 
15 Dell Computers,80589,General Fund,$460.00 
15 Dell Computers,80590,General Fund,$498.51 
15 Dell Computers,80591,General Fund,$550.02 
Dell Computer,80593,General Fund,$57.00 
Dell Computer,80594,General Fund,$54.00 
Dell Computer,80596,General Fund,$55.13 
Dell Computer,80597,General Fund,$65.00 
1 Box of Dell Server Rails & Power Cords,80598,General Fund,$1.00 
Safe,80599,Enterprise,$8.00 
2 Popcorn Warmers,80600,Enterprise,$101.70 
2 Popcorn Warmers,80601,Enterprise,$150.00 
2 Popcorn Warmers,80602,Enterprise,$99.27 
Wilbur Curtis Hot Chocolate Machine,80603,Enterprise,$10.01 
Wilbur Curtis Hot Chocolate Machine,80604,Enterprise,$25.00 
5 Cash Drawers,80605,Enterprise,$17.75 
2 Wooden Shelves,80606,General Fund,$32.01 
Metal 8-Unit Locker,80607,General Fund,$68.00 
18 Carts w/Wooden Dance Floor Sections,80608,Enterprise,$4631.99 
Bosch 18v Drill,80609,Enterprise,$6.00 
2005 Dodge Stratus,80611,Enterprise,$1225.00 
2003 Bobcat Zero Turn Mower,80612,Enterprise,$1125.00 
2004 Bobcat Zero Turn Mower,80613,Enterprise,$1340.00 
2003 Bobcat Zero Turn Mower,80614,Enterprise,$815.00 
1988 Massey Ferguson Turf Tractor,80615,Enterprise,$2586.00 
15 Dell Computers,80616,General Fund,$520.51 
30 Dell Computers,80618,General Fund,$885.00 
30 Dell Computers,80619,General Fund,$726.51 
Dell Laptop,80620,General Fund,$50.00 
Dell Laptop w/Bag,80621,General Fund,$54.40 
Dell Laptop w/Bag,80622,General Fund,$57.00 
Dell Laptop w/Bag,80625,General Fund,$60.00 
Dell Laptop w/Bag,80628,General Fund,$155.00 
Dell Laptop w/Bag,80629,General Fund,$130.12 
3 Communication Racks,80630,General Fund,$52.50 
HP Plotter,80631,Enterprise,$78.00 
HP Plotter,80632,Enterprise,$100.00 
Transmission Core,80633,Enterprise,$205.00 
3 File Cabinets,80635,General Fund,$70.00 
Phone Equipment,80637,General Fund,$120.00 
5 Belt Buckles,80638,Enterprise,$115.00 
3 Watches,80639,Enterprise,$41.00 
Men's Black Diamond Ring,80640,Enterprise,$1305.00 
10kt White Gold Bead Chain,80641,Enterprise,$460.00 
7 Catalytic Converter Cores,80644,Enterprise,$263.01 
3 Belt Buckles,80645,Enterprise,$28.09 
3 Watches,80646,Enterprise,$100.01 
'Mr.Peanut' Diamond Pendant,80647,Enterprise,$831.00 
7 Catalytic Converter Cores,80648,Enterprise,$385.01 
Radio Equipment,80652,Enterprise,$155.00 
Paint Sprayer & Stand,80654,Enterprise,$83.81 
Metal 6 ft. Ladder,80655,General Fund,$47.02 
30 Dell PC's,80657,General Fund,$610.00 
Fahrenheat Heater,80660,Enterprise,$23.00 
Tel-Kee Key Cabinet,80661,Enterprise,$16.50 
7 Data Logging Modules,80662,Enterprise,$4.25 
DeWalt 14.4 Volt Cordless Drill,80663,General Fund,$2.00 
Panasonic Camcorder,80665,General Fund,$45.01 
7 Dell Flat Screen Monitors,80666,General Fund,$42.00 
Dell Laptop Bag,80667,General Fund,$6.00 
Body Craft Gym Set,80668,Enterprise,$75.01 
Dell Laptop,80670,General Fund,$44.51 
Dell Laptop,80671,General Fund,$44.51 
6 Dell PC's,80678,General Fund,$213.51 
2 Dell Optiplex GX620 PC's,80679,General Fund,$42.00 
"Dell 17"" Flat Screen Monitor",80680,General Fund,$23.00 
23 Card File Bins,80682,General Fund,$62.00 
"Philips 25"" Television",80683,General Fund,$1.00 
Assorted Books,80684,General Fund,$2.00 
Assorted Books,80685,General Fund,$48.17 
Assorted Books,80686,General Fund,$50.17 
2 Boxes of Assorted Toner,80687,General Fund,$1.00 
CAVS DVD Player,80699,Enterprise,$12.03 
Eagle Eyes DVR,80700,Enterprise,$68.00 
Verifone Credit Card Machine,80703,Enterprise,$8.00 
Verifone Credit Card Machine,80704,Enterprise,$8.75 
First Data Credit Card Machine,80705,Enterprise,$11.00 
First Data Credit Card Machine,80706,Enterprise,$11.00 
"Dell 17"" Flat Screen Monitor",80710,Enterprise,$15.00 
"View Sonic 17"" Flat Screen Monitor",80711,Enterprise,$2.00 
2 HP Keyboards,80712,Enterprise,$2.00 
Challenge 420 Paper Cutter,80718,Enterprise,$1026.01 
Hamada Printing Press,80719,Enterprise,$725.00 
Bourg Collator,80720,Enterprise,$815.00 
100 Student Desks,80723,Enterprise,$239.01 
File Cabinet,80727,General Fund,$11.00 
3 Stands,80728,Enterprise,$9.50 
Sign Letters,80729,Enterprise,$47.00 
Pallet Jack,80730,Enterprise,$41.00 
Pallet Jack,80731,Enterprise,$52.00 
4 Boxes of Coin Holders,80732,General Fund,$21.00 
Table,80734,General Fund,$75.00 
Chair,80735,General Fund,$6.00 
Compact Refrigerator,80736,General Fund,$29.01 
Office Supplies,80737,General Fund,$11.00 
2 Fingerprint Briefcases & Equipment,80738,General Fund,$24.22 
3 Nikon Cameras w/Accessories,80740,General Fund,$274.00 
4 Digiroller Plus Units,80741,General Fund,$112.00 
Server Parts,80743,General Fund,$11.76 
1998 International School Bus,80744,Enterprise,$2682.06 
Office Supplies,80745,General Fund,$54.00 
Dell Laptop,80746,General Fund,$55.00 
Dell Laptop,80747,General Fund,$57.25 
Sunglasses,80749,Enterprise,$37.00 
Sunglasses,80752,Enterprise,$55.52 
Sunglasses,80753,Enterprise,$32.00 
Sunglasses,80757,Enterprise,$50.00 
Dell Laptop,80759,General Fund,$53.75 
1999 Bluebird School Bus,80760,Enterprise,$2900.01 
Dell Laptop,80762,General Fund,$54.00 
Dell Laptop,80764,General Fund,$57.00 
1999 Bluebird School Bus,80765,Enterprise,$3300.00 
Sunglasses,80767,Enterprise,$49.00 
1998 International School Bus,80769,Enterprise,$2153.00 
1998 International School Bus,80770,Enterprise,$2875.00 
1999 Bluebird School Bus,80771,Enterprise,$3525.00 
1998 International School Bus,80772,Enterprise,$2932.00 
1998 International School Bus,80773,Enterprise,$2682.00 
1998 International School Bus,80774,Enterprise,$2725.00 
Dell Laptop,80775,General Fund,$20.00 
Dell Laptop,80776,General Fund,$22.01 
Dell Laptop,80777,General Fund,$16.00 
Dell Laptop,80778,General Fund,$14.00 
Dell Laptop,80779,General Fund,$17.00 
Telephones,80780,General Fund,$33.25 
"""All-Steel"" Locker",80786,General Fund,$33.00 
Computer Station,80787,General Fund,$20.00 
2 Shelves,80790,General Fund,$44.00 
2 Shelves,80791,General Fund,$33.00 
2 Shelves,80792,General Fund,$41.00 
Shelf,80793,General Fund,$13.00 
Shelf,80795,General Fund,$10.02 
Computer Station,80797,General Fund,$11.17 
Computer Station,80798,General Fund,$20.00 
Tennsco Storage Cabinet,80814,General Fund,$45.00 
Tennsco Card Filing Cabinet,80820,General Fund,$84.99 
2012 Chevrolet Impala,80825,Enterprise,$1250.00 
Beverage Air Milk Cooler,80827,Enterprise,$73.69 
2007 Honda Accord,80834,Enterprise,$7392.01 
1996 Nissan Maxima,80835,Enterprise,$978.39 
1992 Ford Crown Victoria,80836,Enterprise,$580.00 
2008 Nissan Altima,80837,Enterprise,$5675.00 
Hussmann Ice Cream Freezer,80165,Enterprise,$160.00 
Vacant Land - 868 Carter Street Nashville TN 37206,80168,General Fund,$17600.00 
Vacant Land - 60 Robertson Street Nashville TN 37210,80262,General Fund,$5025.00 
Samsung Washer & Dryer,80309,Enterprise,$825.00 
Sony DVD/CD Player,80317,Enterprise,$19.02 
Viewsonic LCD Projector,80328,Enterprise,$187.56 
Sunglasses,80395,Enterprise,$8.50 
4 Televisions,80415,General Fund,$3.00 
Push Dolly,80514,Enterprise,$11.62 
Hobart 60 qt. Mixer,80556,Enterprise,$1547.00 
Oven,80560,Enterprise,$41.01 
Assorted Kitchen Items,80562,Enterprise,$221.99 
Assorted Kitchen Items,80563,Enterprise,$98.00 
"""Edward Don"" Table",80566,Enterprise,$51.00 
Dell Computer,80592,General Fund,$52.00 
Dell Computer,80595,General Fund,$51.10 
2005 Chevrolet 1500,80610,Enterprise,$3681.00 
13 Dell Computers,80617,General Fund,$566.51 
Dell Laptop,80623,General Fund,$64.00 
Dell Laptop,80624,General Fund,$57.00 
Dell Laptop w/Bag,80626,General Fund,$65.00 
Dell Laptop w/Bag,80627,General Fund,$55.00 
5 Chairs,80636,General Fund,$11.76 
NuCool Refrigerator,80643,General Fund,$25.00 
Assorted Cores,80650,Enterprise,$31.51 
48 Dell PC's,80656,General Fund,$751.51 
30 Dell PC's,80658,General Fund,$715.52 
2 Chairs,80733,General Fund,$32.00 
37 Dell PC's,80659,General Fund,$780.00 
DeWalt 14.4 Volt Cordless Drill,80664,General Fund,$30.51 
4 Fujitsu Life Book Laptops,80669,General Fund,$103.00 
Dell Laptop,80672,General Fund,$185.00 
Dell Laptop,80673,General Fund,$52.51 
Dell Laptop,80674,General Fund,$52.51 
Dell Laptop,80675,General Fund,$52.51 
HP Laser Jet,80676,General Fund,$42.00 
6 Dell Flat Screen Monitors,80677,General Fund,$79.00 
"Dell 17"" Flat Screen Monitor",80681,General Fund,$17.75 
Wireless Accessories Cell Phone Cases,80695,Enterprise,$20.00 
Sunglasses,80754,Enterprise,$37.00 
Wireless Accessories Cell Phone Car Chargers,80696,Enterprise,$15.50 
Compaq Keyboard,80701,Enterprise,$1.00 
Cell Phone Cases,80702,Enterprise,$6.25 
T-Mobile G1 Gel Skin & Car Charger Kits,80707,Enterprise,$24.02 
T-Mobile G1 Gel Skin & Car Charger Kits,80708,Enterprise,$24.02 
T-Mobile G1 Gel Skin & Car Charger Kits,80709,Enterprise,$20.00 
3 Cube Hands-Free Headsets,80714,Enterprise,$15.01 
Cell Phone Cases,80715,Enterprise,$24.00 
Cell Phone Car Chargers,80717,Enterprise,$20.03 
Magnum Platemaker 283,80721,Enterprise,$103.00 
Awning,80722,Enterprise,$225.00 
Cooler,80724,Enterprise,$176.00 
Cooler,80725,Enterprise,$182.00 
Cabinet w/Napkin Holder,80726,Enterprise,$3.00 
Pentax Camera w/Extra Lenses & Tripod,80739,General Fund,$288.00 
Law Books,80742,General Fund,$20.98 
Dell Laptop,80748,General Fund,$47.00 
Dell Laptop,80750,General Fund,$42.00 
Sunglasses,80755,Enterprise,$180.00 
Dell Laptop,80758,General Fund,$37.00 
Dell Laptop,80761,General Fund,$50.00 
Dell Laptop,80763,General Fund,$54.81 
Dell Laptop,80766,General Fund,$79.69 
Sunglasses,80768,Enterprise,$83.00 
Arctic Air Freezer,80782,General Fund,$42.00 
Arctic Air Freezer,80783,General Fund,$42.00 
Lane Office Chair,80784,General Fund,$6.01 
Sirchie Vacuum Chamber,80785,General Fund,$51.88 
Computer Station,80788,General Fund,$11.00 
Tornado Floor Machine,80789,Enterprise,$116.00 
Shelf,80796,General Fund,$13.00 
Dell Laptop,80799,General Fund,$6.00 
2 Dell Laptops,80800,General Fund,$74.69 
Dell Laptop,80801,General Fund,$47.00 
6 Dell PC's,80802,General Fund,$20.01 
Child Size Rocking Chair,80803,Enterprise,$35.00 
Child Size Rocking Chair,80804,Enterprise,$35.59 
"Dell 19"" Flat Screen Monitor",80805,General Fund,$27.00 
"Dell 17"" Flat Screen Monitor",80806,General Fund,$19.00 
13 Paper Trays,80807,General Fund,$1.00 
Metal Credenza,80808,Enterprise,$23.00 
Anets Grease Filter,80809,Enterprise,$53.00 
Hobart Meat Slice w/Work Table,80810,Enterprise,$792.00 
All Steel File Cabinet,80812,General Fund,$23.00 
Browne-Morse Desk,80813,General Fund,$31.17 
Chesapeake Mail Cabinet,80815,General Fund,$27.00 
Metal Credenza,80817,General Fund,$35.00 
"3 ""Fold-A-Fume"" Processing Tanks",80818,General Fund,$6.00 
3 U.S.S. Tripods,80819,General Fund,$21.00 
Hillside Storage Cabinet,80821,General Fund,$32.00 
Alco-Lite Aluminum Ladder,80823,General Fund,$45.99 
Desk,80824,General Fund,$43.00 
Blodgett Oven,80826,Enterprise,$347.00 
Hobart 60 qt Mixer,80828,Enterprise,$1782.00 
South Bend Double Oven,80829,Enterprise,$311.00 
Cres-Cor Warmer,80830,Enterprise,$130.00 
Cres-Cor Warmer,80831,Enterprise,$130.00 
'True' Milk Cooler,80832,Enterprise,$103.00 
2000 Chevrolet Astro Van,80833,Enterprise,$2800.00 
1998 Toyota Corolla,80839,Enterprise,$1400.00 
1995 BMW 525i,80840,Enterprise,$1020.01 
1999 Pontiac Bonneville,80841,Enterprise,$360.00 
1 Lot Of T-Mobile G1 GelSkin & Car Charger Combo Kits,80842,Enterprise,$11.01 
1 Lot of Cube Cellphone Chargers,80843,Enterprise,$12.00 
"1 Lot of ""Cell Glove"" Cellphone Cases",80844,Enterprise,$10.00 
1 Lot of Cellphone Cases,80845,Enterprise,$20.00 
"13 ""MSI"" Flood Light Bulbs",80849,Enterprise,$28.51 
"4 ""Huawei"" FM Auto Scan Radios",80852,Enterprise,$7.01 
Guard Security Padlock,80853,Enterprise,$2.99 
IT Rack,80856,General Fund,$20.15 
Quincy Air Compressor,80857,General Fund,$410.00 
Clarke Floor Machine,80858,General Fund,$274.88 
File Cabinet,80859,General Fund,$16.00 
Steel Case Storage Cabinet,80860,General Fund,$26.16 
'Anderson Hickey' Credenza,80861,General Fund,$17.00 
Fisher Metal Detector,80862,General Fund,$130.00 
Omni Chrome Laser Print 1000,80863,General Fund,$10.99 
Misc Printer Ink,80865,General Fund,$62.00 
Storage Cabinet,80866,General Fund,$11.34 
'Aladdin' Metal Cart,80867,General Fund,$52.00 
'Super Striper' Parking Lot Striper,80868,General Fund,$22.50 
'Super Striper' Parking Lot Striper,80869,General Fund,$25.32 
Shelf,80870,General Fund,$34.00 
1 Lot of Cellphone Chargers/Holders & Screen Protectors,80874,Enterprise,$10.00 
"1 Lot Of ""Wireless Accessories"" Cellphone Cases",80875,Enterprise,$7.00 
"1 Lot Of ""Cube"" Cellphone Car Chargers",80876,Enterprise,$10.00 
"1 Lot Of ""Cell Glove"" Cellphone Cases",80877,Enterprise,$7.00 
Deep Fryer,80878,Enterprise,$105.09 
Pizza/Pretzel Oven,80879,Enterprise,$52.00 
Pizza/Pretzel Oven,80880,Enterprise,$68.00 
Brandt 8643 Money Counter,80881,Enterprise,$47.00 
Hot Dog Roller,80882,Enterprise,$126.01 
Gemini Coffee Maker,80883,Enterprise,$16.55 
Bunn Coffee Maker,80884,Enterprise,$57.00 
Bunn Coffee Maker,80885,Enterprise,$62.00 
AMW Coffee Maker,80886,Enterprise,$57.00 
Peavey Stereo Equipment,80887,Enterprise,$22.56 
Meiko Dish Washer,80888,Enterprise,$419.00 
Steam Well,80889,Enterprise,$11.49 
Heat Lamp,80890,Enterprise,$60.00 
Hatco Food Warmer,80891,Enterprise,$201.99 
Curtis Hot Chocolate Machine,80892,Enterprise,$106.99 
Restaurant Equipment,80893,Enterprise,$53.00 
3 Fans,80894,General Fund,$27.01 
3 Fans,80895,General Fund,$34.00 
Paragon Electric Kiln,80896,General Fund,$175.02 
Skutt Electric Kiln,80897,General Fund,$88.01 
Radios & Cables,80898,Enterprise,$210.02 
Battery Chargers,80899,Enterprise,$385.55 
Radios,80900,Enterprise,$1036.00 
Radio Equipment,80901,Enterprise,$270.55 
Dell Laptop w/Bag,80902,Enterprise,$72.69 
Dell Laptop,80903,General Fund,$51.69 
Dell Laptop,80904,General Fund,$45.21 
Dell Laptop,80905,General Fund,$45.00 
Dell Laptop,80906,General Fund,$32.00 
Dell Laptop,80907,General Fund,$36.11 
Dell Laptop w/Bag,80908,General Fund,$32.00 
Men's Watch,80909,Enterprise,$32.00 
Sunglasses,80910,Enterprise,$135.00 
Dell Laptop,80911,General Fund,$32.00 
Dell Laptop,80913,General Fund,$30.00 
Sunglasses,80914,Enterprise,$103.00 
Sunglasses,80915,Enterprise,$200.00 
10K Gold Bead Chain,80916,Enterprise,$615.00 
Pocket Watch,80917,Enterprise,$46.44 
Sunglasses,80918,Enterprise,$103.00 
Sunglasses,80919,Enterprise,$43.00 
Men's Watch,80920,Enterprise,$12.00 
Sunglasses,80921,Enterprise,$98.00 
Sunglasses,80922,Enterprise,$185.00 
Sterling Silver and Black Diamond Pendant,80923,Enterprise,$815.00 
Sunglasses,80924,Enterprise,$167.00 
Hobart 512 TMS Slicer,80925,Enterprise,$342.00 
